flight_id,airline,source,destination,departure_time,arrival_time,duration,airline_missing_flag,airline_unknown_flag,invalid_timestamp_flag,calculated_duration_minutes,temporal_anomaly_flag,overnight_flag,source_duration_minutes,duration_difference_minutes,duration_mismatch_flag,flight_duration_minutes,route,departure_date
SJ112,SpiceJet,HYD,DEL,2026-04-20 22:20:41.702,2026-04-21 00:40:41.702,02:20:00,False,False,False,140.0,False,True,140.0,0.0,False,140.0,HYD → DEL,2026-04-20
6F164,IndiGo,BLR,BOM,2026-04-20 22:18:41.703,2026-04-21 00:45:41.703,02:27:00,False,False,False,147.0,False,True,147.0,0.0,False,147.0,BLR → BOM,2026-04-20
UK021,Vistara,HYD,MAA,2026-04-20 22:00:41.701,2026-04-20 23:50:41.701,01:50:00,False,False,False,110.0,False,False,110.0,0.0,False,110.0,HYD → MAA,2026-04-20
SJ172,SpiceJet,CCU,DEL,2026-04-20 21:58:41.703,2026-04-21 01:14:41.703,03:16:00,False,False,False,196.0,False,True,196.0,0.0,False,196.0,CCU → DEL,2026-04-20
AI060,Air India,DEL,HYD,2026-04-20 21:58:41.701,2026-04-20 23:51:41.701,01:53:00,False,False,False,113.0,False,False,113.0,0.0,False,113.0,DEL → HYD,2026-04-20
SJ205,SpiceJet,HYD,CCU,2026-04-20 21:56:41.703,2026-04-20 23:00:41.703,01:04:00,False,False,False,64.0,False,False,64.0,0.0,False,64.0,HYD → CCU,2026-04-20
SJ093,SpiceJet,BLR,BOM,2026-04-20 21:55:41.702,2026-04-20 23:01:41.702,01:06:00,False,False,False,66.0,False,False,66.0,0.0,False,66.0,BLR → BOM,2026-04-20
6F195,IndiGo,CCU,DEL,2026-04-20 21:44:41.703,2026-04-20 22:39:41.703,00:55:00,False,False,False,55.0,False,False,55.0,0.0,False,55.0,CCU → DEL,2026-04-20
UK003,UNKNOWN,HYD,DEL,2026-04-20 21:41:41.700,2026-04-21 02:19:41.700,04:38:00,False,True,False,278.0,False,True,278.0,0.0,False,278.0,HYD → DEL,2026-04-20
UK026,Vistara,HYD,MAA,2026-04-20 21:38:41.701,2026-04-20 23:44:41.701,02:06:00,False,False,False,126.0,False,False,126.0,0.0,False,126.0,HYD → MAA,2026-04-20
6F174,IndiGo,DEL,HYD,2026-04-20 21:36:41.703,2026-04-20 22:16:41.703,00:40:00,False,False,False,40.0,False,False,40.0,0.0,False,40.0,DEL → HYD,2026-04-20
UK067,Vistara,BOM,CCU,2026-04-20 21:36:41.701,2026-04-21 01:02:41.701,03:26:00,False,False,False,206.0,False,True,206.0,0.0,False,206.0,BOM → CCU,2026-04-20
SJ149,SpiceJet,HYD,MAA,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,02:00:00.298000,False,False,False,120.00496666666666,False,False,120.00496666666666,0.0,False,120.00496666666666,HYD → MAA,2026-04-20
6F213,IndiGo,BLR,BOM,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,03:27:00,False,False,False,207.0,False,True,207.0,0.0,False,207.0,BLR → BOM,2026-04-20
UK200,Vistara,CCU,DEL,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,01:51:00,False,False,False,111.0,False,False,111.0,0.0,False,111.0,CCU → DEL,2026-04-20
SJ214,SpiceJet,BOM,MAA,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,01:16:00,False,False,False,76.0,False,False,76.0,0.0,False,76.0,BOM → MAA,2026-04-20
SJ047,SpiceJet,HYD,BOM,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,00:37:00,False,False,False,37.0,False,False,37.0,0.0,False,37.0,HYD → BOM,2026-04-20
AI179,Air India,HYD,BOM,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,04:38:00,False,False,False,278.0,False,True,278.0,0.0,False,278.0,HYD → BOM,2026-04-20
SJ153,SpiceJet,DEL,CCU,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,01:23:00,False,False,False,83.0,False,False,83.0,0.0,False,83.0,DEL → CCU,2026-04-20
6F236,IndiGo,BOM,DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,03:19:00,False,False,False,199.0,False,False,199.0,0.0,False,199.0,BOM → DEL,2026-04-20
UK059,Vistara,HYD,MAA,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,01:37:00,False,False,False,97.0,False,False,97.0,0.0,False,97.0,HYD → MAA,2026-04-20
SJ001,SpiceJet,BOM,MAA,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,04:47:00,False,False,False,287.0,False,True,287.0,0.0,False,287.0,BOM → MAA,2026-04-20
SJ049,SpiceJet,CCU,DEL,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,04:00:00,False,False,False,240.0,False,True,240.0,0.0,False,240.0,CCU → DEL,2026-04-20
6F086,IndiGo,MAA,HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,00:37:00,False,False,False,37.0,False,False,37.0,0.0,False,37.0,MAA → HYD,2026-04-20
AI220,Air India,BOM,DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,01:38:00,False,False,False,98.0,False,False,98.0,0.0,False,98.0,BOM → DEL,2026-04-20
AI188,Air India,CCU,HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,02:46:00,False,False,False,166.0,False,False,166.0,0.0,False,166.0,CCU → HYD,2026-04-20
6F114,IndiGo,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,00:50:00,False,False,False,50.0,False,False,50.0,0.0,False,50.0,BOM → MAA,2026-04-20
SJ179,SpiceJet,DEL,HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,03:30:00,False,False,False,210.0,False,False,210.0,0.0,False,210.0,DEL → HYD,2026-04-20
6F190,IndiGo,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,04:34:00,False,False,False,274.0,False,True,274.0,0.0,False,274.0,DEL → MAA,2026-04-20
SJ003,SpiceJet,MAA,CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,00:42:00,False,False,False,42.0,False,False,42.0,0.0,False,42.0,MAA → CCU,2026-04-20
6F028,IndiGo,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,02:00:00,False,False,False,120.0,False,False,120.0,0.0,False,120.0,HYD → CCU,2026-04-20
UK036,Vistara,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,04:24:00,False,False,False,264.0,False,True,264.0,0.0,False,264.0,CCU → BLR,2026-04-20
SJ160,SpiceJet,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,00:45:00,False,False,False,45.0,False,False,45.0,0.0,False,45.0,MAA → BLR,2026-04-20
6F151,IndiGo,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,02:20:00,False,False,False,140.0,False,False,140.0,0.0,False,140.0,CCU → HYD,2026-04-20
UK140,Vistara,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,01:23:00,False,False,False,83.0,False,False,83.0,0.0,False,83.0,MAA → BLR,2026-04-20
AI115,Air India,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,04:49:00,False,False,False,289.0,False,True,289.0,0.0,False,289.0,MAA → BLR,2026-04-20
AI132,Air India,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,02:09:00,False,False,False,129.0,False,False,129.0,0.0,False,129.0,BLR → BOM,2026-04-20
UK209,UNKNOWN,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,02:45:00,True,True,False,165.0,False,False,165.0,0.0,False,165.0,MAA → BLR,2026-04-20
SJ043,UNKNOWN,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,02:09:00,False,True,False,129.0,False,False,129.0,0.0,False,129.0,MAA → DEL,2026-04-20
UK176,Vistara,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,04:08:00,False,False,False,248.0,False,False,248.0,0.0,False,248.0,HYD → BLR,2026-04-20
UK216,Vistara,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,03:14:00,False,False,False,194.0,False,False,194.0,0.0,False,194.0,MAA → HYD,2026-04-20
UK150,Vistara,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,00:30:00,False,False,False,30.0,False,False,30.0,0.0,False,30.0,DEL → CCU,2026-04-20
UK145,Vistara,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,02:11:00,False,False,False,131.0,False,False,131.0,0.0,False,131.0,BOM → HYD,2026-04-20
6F270,UNKNOWN,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,00:48:00,True,True,False,48.0,False,False,48.0,0.0,False,48.0,HYD → MAA,2026-04-20
6F012,IndiGo,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,03:25:00,False,False,False,205.0,False,False,205.0,0.0,False,205.0,CCU → HYD,2026-04-20
SJ236,SpiceJet,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,03:59:00,False,False,False,239.0,False,False,239.0,0.0,False,239.0,MAA → BOM,2026-04-20
6F149,IndiGo,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,02:45:00,False,False,False,165.0,False,False,165.0,0.0,False,165.0,BLR → CCU,2026-04-20
UK004,Vistara,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,00:34:00,False,False,False,34.0,False,False,34.0,0.0,False,34.0,BOM → CCU,2026-04-20
UK010,Vistara,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,02:47:00,False,False,False,167.0,False,False,167.0,0.0,False,167.0,MAA → HYD,2026-04-20
UK215,Vistara,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,02:12:00,False,False,False,132.0,False,False,132.0,0.0,False,132.0,BOM → DEL,2026-04-20
SJ116,SpiceJet,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,01:29:00,False,False,False,89.0,False,False,89.0,0.0,False,89.0,HYD → CCU,2026-04-20
SJ023,SpiceJet,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,01:42:00,False,False,False,102.0,False,False,102.0,0.0,False,102.0,HYD → MAA,2026-04-20
UK152,Vistara,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,02:49:00,False,False,False,169.0,False,False,169.0,0.0,False,169.0,BOM → CCU,2026-04-20
SJ202,SpiceJet,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,01:47:00,False,False,False,107.0,False,False,107.0,0.0,False,107.0,CCU → HYD,2026-04-20
6F043,IndiGo,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,01:26:00,False,False,False,86.0,False,False,86.0,0.0,False,86.0,BOM → HYD,2026-04-20
UK173,Vistara,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,04:16:00,False,False,False,256.0,False,False,256.0,0.0,False,256.0,MAA → BLR,2026-04-20
SJ081,SpiceJet,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,01:49:00,False,False,False,109.0,False,False,109.0,0.0,False,109.0,BOM → BLR,2026-04-20
UK153,Vistara,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,04:01:00,False,False,False,241.0,False,False,241.0,0.0,False,241.0,CCU → HYD,2026-04-20
UK187,Vistara,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,01:50:00,False,False,False,110.0,False,False,110.0,0.0,False,110.0,BLR → BOM,2026-04-20
UK055,Vistara,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,02:43:00,False,False,False,163.0,False,False,163.0,0.0,False,163.0,HYD → DEL,2026-04-20
UK181,Vistara,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,02:42:00,False,False,False,162.0,False,False,162.0,0.0,False,162.0,MAA → DEL,2026-04-20
UK074,Vistara,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,01:57:00,False,False,False,117.0,False,False,117.0,0.0,False,117.0,BOM → DEL,2026-04-20
SJ068,SpiceJet,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,02:04:00,False,False,False,124.0,False,False,124.0,0.0,False,124.0,BLR → BOM,2026-04-20
AI242,UNKNOWN,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,01:02:00,False,True,False,62.0,False,False,62.0,0.0,False,62.0,BLR → CCU,2026-04-20
SJ237,SpiceJet,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,02:28:00,False,False,False,148.0,False,False,148.0,0.0,False,148.0,BOM → CCU,2026-04-20
6F194,IndiGo,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,01:58:00,False,False,False,118.0,False,False,118.0,0.0,False,118.0,BOM → CCU,2026-04-20
UK063,Vistara,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,01:12:00,False,False,False,72.0,False,False,72.0,0.0,False,72.0,DEL → BOM,2026-04-20
UK068,Vistara,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,01:41:00,False,False,False,101.0,False,False,101.0,0.0,False,101.0,BLR → MAA,2026-04-20
UK224,UNKNOWN,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,03:59:00,True,True,False,239.0,False,False,239.0,0.0,False,239.0,CCU → MAA,2026-04-20
UK077,UNKNOWN,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,01:38:00,False,True,False,98.0,False,False,98.0,0.0,False,98.0,HYD → BOM,2026-04-20
UK207,Vistara,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,01:15:00,False,False,False,75.0,False,False,75.0,0.0,False,75.0,MAA → CCU,2026-04-20
AI221,Air India,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,02:36:00,False,False,False,156.0,False,False,156.0,0.0,False,156.0,MAA → HYD,2026-04-20
UK109,Vistara,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,01:00:00.298000,False,False,False,60.00496666666666,False,False,60.00496666666666,0.0,False,60.00496666666666,BLR → BOM,2026-04-20
UK089,Vistara,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,04:12:00,False,False,False,252.0,False,False,252.0,0.0,False,252.0,BOM → HYD,2026-04-20
AI072,Air India,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,00:58:00,False,False,False,58.0,False,False,58.0,0.0,False,58.0,BLR → CCU,2026-04-20
UK131,Vistara,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,04:06:00,False,False,False,246.0,False,False,246.0,0.0,False,246.0,BOM → DEL,2026-04-20
SJ150,SpiceJet,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,03:30:00,False,False,False,210.0,False,False,210.0,0.0,False,210.0,BOM → HYD,2026-04-20
6F097,IndiGo,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,01:17:00,False,False,False,77.0,False,False,77.0,0.0,False,77.0,BLR → BOM,2026-04-20
6F123,IndiGo,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,01:46:00,False,False,False,106.0,False,False,106.0,0.0,False,106.0,DEL → HYD,2026-04-20
6F017,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,False,False,False,161.0,False,False,161.0,0.0,False,161.0,CCU → BOM,2026-04-20
6F245,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,False,False,False,161.0,False,False,161.0,0.0,False,161.0,CCU → BOM,2026-04-20
6F180,IndiGo,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,04:24:00,False,False,False,264.0,False,False,264.0,0.0,False,264.0,MAA → BLR,2026-04-20
6F152,IndiGo,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,02:04:00,False,False,False,124.0,False,False,124.0,0.0,False,124.0,CCU → DEL,2026-04-20
SJ034,SpiceJet,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,04:51:00,False,False,False,291.0,False,False,291.0,0.0,False,291.0,MAA → BOM,2026-04-20
SJ142,SpiceJet,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,01:42:00,False,False,False,102.0,False,False,102.0,0.0,False,102.0,CCU → BOM,2026-04-20
UK189,Vistara,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,03:44:00,False,False,False,224.0,False,False,224.0,0.0,False,224.0,BLR → MAA,2026-04-20
SJ044,SpiceJet,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,02:37:00,False,False,False,157.0,False,False,157.0,0.0,False,157.0,DEL → CCU,2026-04-20
SJ196,SpiceJet,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,02:46:00,False,False,False,166.0,False,False,166.0,0.0,False,166.0,DEL → HYD,2026-04-20
6F188,IndiGo,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,04:42:00,False,False,False,282.0,False,False,282.0,0.0,False,282.0,DEL → HYD,2026-04-20
6F181,IndiGo,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,01:48:00,False,False,False,108.0,False,False,108.0,0.0,False,108.0,BOM → MAA,2026-04-20
6F077,IndiGo,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,04:18:00,False,False,False,258.0,False,False,258.0,0.0,False,258.0,CCU → DEL,2026-04-20
SJ154,SpiceJet,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,01:39:00,False,False,False,99.0,False,False,99.0,0.0,False,99.0,BLR → HYD,2026-04-20
AI025,Air India,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,02:25:00,False,False,False,145.0,False,False,145.0,0.0,False,145.0,HYD → DEL,2026-04-20
AI094,Air India,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,01:00:00.298000,False,False,False,60.00496666666666,False,False,60.00496666666666,0.0,False,60.00496666666666,DEL → BLR,2026-04-20
6F191,IndiGo,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,00:30:00,False,False,False,30.0,False,False,30.0,0.0,False,30.0,BLR → DEL,2026-04-20
SJ085,SpiceJet,BLR,MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,04:30:00,False,False,False,270.0,False,False,270.0,0.0,False,270.0,BLR → MAA,2026-04-20
6F261,UNKNOWN,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,02:58:00,True,True,False,178.0,False,False,178.0,0.0,False,178.0,CCU → DEL,2026-04-20
6F129,IndiGo,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,02:19:00,False,False,False,139.0,False,False,139.0,0.0,False,139.0,DEL → CCU,2026-04-20
6F254,UNKNOWN,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,03:35:00,True,True,False,215.0,False,False,215.0,0.0,False,215.0,MAA → BLR,2026-04-20
SJ185,SpiceJet,BOM,CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,01:00:00,False,False,False,60.0,False,False,60.0,0.0,False,60.0,BOM → CCU,2026-04-20
6F030,IndiGo,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,02:50:00,False,False,False,170.0,False,False,170.0,0.0,False,170.0,BOM → DEL,2026-04-20
SJ222,SpiceJet,BOM,DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,02:54:00,False,False,False,174.0,False,False,174.0,0.0,False,174.0,BOM → DEL,2026-04-20
6F259,UNKNOWN,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,01:11:00,True,True,False,71.0,False,False,71.0,0.0,False,71.0,BOM → DEL,2026-04-20
UK083,Vistara,DEL,HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,00:49:00,False,False,False,49.0,False,False,49.0,0.0,False,49.0,DEL → HYD,2026-04-20
6F051,IndiGo,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,02:00:00,False,False,False,120.0,False,False,120.0,0.0,False,120.0,BLR → BOM,2026-04-20
SJ088,SpiceJet,CCU,MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,00:32:00,False,False,False,32.0,False,False,32.0,0.0,False,32.0,CCU → MAA,2026-04-20
6F146,IndiGo,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,01:16:00,False,False,False,76.0,False,False,76.0,0.0,False,76.0,HYD → MAA,2026-04-20
6F047,IndiGo,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,02:05:00,False,False,False,125.0,False,False,125.0,0.0,False,125.0,MAA → DEL,2026-04-20
AI077,Air India,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,01:06:00,False,False,False,66.0,False,False,66.0,0.0,False,66.0,CCU → HYD,2026-04-20
UK134,Vistara,HYD,CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,03:42:00,False,False,False,222.0,False,False,222.0,0.0,False,222.0,HYD → CCU,2026-04-20
AI056,Air India,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,03:55:00,False,False,False,235.0,False,False,235.0,0.0,False,235.0,DEL → MAA,2026-04-20
UK141,UNKNOWN,HYD,MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,02:21:00,True,True,False,141.0,False,False,141.0,0.0,False,141.0,HYD → MAA,2026-04-20
AI030,Air India,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,03:19:00,False,False,False,199.0,False,False,199.0,0.0,False,199.0,CCU → HYD,2026-04-20
AI029,Air India,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,04:24:00,False,False,False,264.0,False,False,264.0,0.0,False,264.0,MAA → DEL,2026-04-20
SJ167,SpiceJet,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,00:54:00,False,False,False,54.0,False,False,54.0,0.0,False,54.0,MAA → CCU,2026-04-20
UK017,Vistara,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,01:35:00,False,False,False,95.0,False,False,95.0,0.0,False,95.0,BLR → HYD,2026-04-20
6F229,IndiGo,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,01:20:00,False,False,False,80.0,False,False,80.0,0.0,False,80.0,MAA → DEL,2026-04-20
SJ117,SpiceJet,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,03:56:00,False,False,False,236.0,False,False,236.0,0.0,False,236.0,MAA → BLR,2026-04-20
6F184,IndiGo,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,02:59:00,False,False,False,179.0,False,False,179.0,0.0,False,179.0,MAA → BOM,2026-04-20
AI031,Air India,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,03:06:00,False,False,False,186.0,False,False,186.0,0.0,False,186.0,DEL → MAA,2026-04-20
