payment_id,booking_id,amount,payment_method,invalid_amount_flag,orphan_booking_flag,payment_amount
PAY1064,B1504,14087.19,NETBANKING,False,False,14087.19
PAY1065,B1307,12772.93,CARD,False,False,12772.93
PAY1066,B1931,10011.51,CARD,False,False,10011.51
PAY1067,B1962,9530.25,CARD,False,False,9530.25
PAY1068,B1324,7543.0,NETBANKING,False,False,7543.0
PAY1070,B1760,12133.03,NETBANKING,False,False,12133.03
PAY1072,B1850,7542.02,CARD,False,False,7542.02
PAY1073,B1513,9031.14,CARD,False,False,9031.14
PAY1074,B1171,7227.28,UPI,False,False,7227.28
PAY1075,B1996,10358.84,UPI,False,False,10358.84
PAY1076,B1959,9818.89,UPI,False,False,9818.89
PAY1078,B1976,8576.26,NETBANKING,False,False,8576.26
PAY1079,B1333,2238.82,UPI,False,False,2238.82
PAY1080,B1283,1369.37,NETBANKING,False,False,1369.37
PAY1081,B1474,12076.76,CARD,False,False,12076.76
PAY1082,B1053,4621.1,UPI,False,False,4621.1
PAY1083,B1457,5769.17,CARD,False,False,5769.17
PAY1084,B1578,1897.18,CARD,False,False,1897.18
PAY1085,B1419,3513.0,NETBANKING,False,False,3513.0
PAY1086,B1613,11718.47,UPI,False,False,11718.47
PAY1087,B1631,7909.43,NETBANKING,False,False,7909.43
PAY1088,B1702,13329.36,CARD,False,False,13329.36
PAY1089,B1408,6561.39,UPI,False,False,6561.39
PAY1090,B1981,4761.81,CARD,False,False,4761.81
PAY1091,B1303,5866.4,CARD,False,False,5866.4
PAY1092,B1934,10978.81,UPI,False,False,10978.81
PAY1093,B1558,8770.08,UPI,False,False,8770.08
PAY1094,B1221,13658.68,UPI,False,False,13658.68
PAY1095,B1532,9430.36,NETBANKING,False,False,9430.36
PAY1096,B1157,7902.25,NETBANKING,False,False,7902.25
PAY1097,B1347,12000.54,CARD,False,False,12000.54
PAY1098,B1158,14265.47,UPI,False,False,14265.47
PAY1099,B1888,5981.84,CARD,False,False,5981.84
PAY1100,B1883,4498.27,CARD,False,False,4498.27
PAY1101,B1921,9627.04,CARD,False,False,9627.04
PAY1102,B1234,7984.22,CARD,False,False,7984.22
PAY1103,B1661,14848.6,CARD,False,False,14848.6
PAY1104,B1404,7473.06,UPI,False,False,7473.06
PAY1105,B1256,2040.64,NETBANKING,False,False,2040.64
PAY1106,B1676,14683.17,UPI,False,False,14683.17
PAY1107,B1588,12810.22,UPI,False,False,12810.22
PAY1108,B1596,3495.5,UPI,False,False,3495.5
PAY1109,B1557,13664.47,NETBANKING,False,False,13664.47
PAY1110,B1904,5769.34,NETBANKING,False,False,5769.34
PAY1111,B1912,6279.57,NETBANKING,False,False,6279.57
PAY1112,B1046,13689.48,UPI,False,False,13689.48
PAY1113,B1212,8421.62,NETBANKING,False,False,8421.62
PAY1114,B1478,2928.68,CARD,False,False,2928.68
PAY1115,B1486,6166.79,NETBANKING,False,False,6166.79
PAY1116,B1570,11109.36,UPI,False,False,11109.36
PAY1117,B1565,3438.58,UPI,False,False,3438.58
PAY1118,B1341,9263.24,CARD,False,False,9263.24
PAY1119,B1523,10733.84,NETBANKING,False,False,10733.84
PAY1120,B1703,5813.95,NETBANKING,False,False,5813.95
PAY1121,B1502,10714.33,CARD,False,False,10714.33
PAY1122,B1005,13378.9,UPI,False,False,13378.9
PAY1123,B1820,7609.63,UPI,False,False,7609.63
PAY1124,B1143,6360.73,NETBANKING,False,False,6360.73
PAY1125,B1857,4516.22,NETBANKING,False,False,4516.22
PAY1126,B1260,9458.88,NETBANKING,False,False,9458.88
PAY1127,B1584,13317.93,NETBANKING,False,False,13317.93
PAY1128,B1685,5545.26,NETBANKING,False,False,5545.26
PAY1129,B1231,6547.3,UPI,False,False,6547.3
PAY1130,B1269,6692.76,UPI,False,False,6692.76
PAY1131,B1939,8851.37,UPI,False,False,8851.37
PAY1132,B1446,4197.73,UPI,False,False,4197.73
PAY1133,B1873,12510.96,CARD,False,False,12510.96
PAY1134,B1221,5138.43,UPI,False,False,5138.43
PAY1135,B1051,10875.08,CARD,False,False,10875.08
PAY1136,B1115,8185.02,UPI,False,False,8185.02
PAY1137,B1537,9202.57,NETBANKING,False,False,9202.57
PAY1138,B1564,3514.52,NETBANKING,False,False,3514.52
PAY1139,B1876,11290.32,NETBANKING,False,False,11290.32
PAY1140,B1540,3640.69,CARD,False,False,3640.69
PAY1141,B1018,2588.63,UPI,False,False,2588.63
PAY1142,B1814,8653.51,UPI,False,False,8653.51
PAY1143,B1391,10930.16,CARD,False,False,10930.16
PAY1144,B1790,1700.5,CARD,False,False,1700.5
PAY1145,B1628,1971.53,CARD,False,False,1971.53
PAY1146,B1617,12237.51,CARD,False,False,12237.51
PAY1147,B1418,12326.46,CARD,False,False,12326.46
PAY1148,B1990,4434.27,NETBANKING,False,False,4434.27
PAY1149,B1308,9613.19,UPI,False,False,9613.19
PAY1150,B1738,7204.52,CARD,False,False,7204.52
PAY1151,B1863,9857.74,NETBANKING,False,False,9857.74
PAY1152,B1185,13080.31,CARD,False,False,13080.31
PAY1153,B1260,2117.99,NETBANKING,False,False,2117.99
PAY1154,B1527,11891.78,CARD,False,False,11891.78
PAY1155,B1272,7902.41,UPI,False,False,7902.41
PAY1156,B1159,8897.78,CARD,False,False,8897.78
PAY1157,B1869,10155.04,CARD,False,False,10155.04
PAY1158,B1761,13916.72,UPI,False,False,13916.72
PAY1159,B1223,1794.08,UPI,False,False,1794.08
PAY1160,B1255,1412.67,CARD,False,False,1412.67
PAY1161,B1179,3495.66,UPI,False,False,3495.66
PAY1162,B1019,14810.27,UPI,False,False,14810.27
PAY1163,B1623,11011.07,NETBANKING,False,False,11011.07
PAY1164,B1631,9604.98,UPI,False,False,9604.98
PAY1165,B1705,1658.55,UPI,False,False,1658.55
PAY1166,B1467,13307.54,CARD,False,False,13307.54
PAY1167,B1622,12378.6,CARD,False,False,12378.6
PAY1168,B1209,10307.2,NETBANKING,False,False,10307.2
PAY1169,B1512,5747.83,CARD,False,False,5747.83
PAY1170,B1057,1987.07,UPI,False,False,1987.07
PAY1171,B1092,9120.54,UPI,False,False,9120.54
PAY1172,B1220,11075.72,UPI,False,False,11075.72
PAY1174,B1939,9872.75,UPI,False,False,9872.75
PAY1175,B1231,5009.12,UPI,False,False,5009.12
PAY1176,B1773,11699.42,NETBANKING,False,False,11699.42
PAY1177,B1363,8554.62,NETBANKING,False,False,8554.62
PAY1178,B1614,2806.52,NETBANKING,False,False,2806.52
PAY1179,B1561,8371.27,CARD,False,False,8371.27
PAY1180,B1373,6540.32,UPI,False,False,6540.32
PAY1181,B1621,3524.98,UPI,False,False,3524.98
PAY1182,B1455,12781.22,UPI,False,False,12781.22
PAY1183,B1087,1154.4,NETBANKING,False,False,1154.4
PAY1185,B1013,1176.33,UPI,False,False,1176.33
PAY1187,B1936,5159.35,UPI,False,False,5159.35
PAY1188,B1807,1759.8,UPI,False,False,1759.8
PAY1189,B1033,9352.83,CARD,False,False,9352.83
PAY1190,B1891,2216.08,UPI,False,False,2216.08
PAY1191,B1207,10823.99,CARD,False,False,10823.99
PAY1192,B1812,1736.99,UPI,False,False,1736.99
PAY1193,B1198,1830.32,CARD,False,False,1830.32
PAY1194,B1591,5274.56,UPI,False,False,5274.56
PAY1195,B1582,13552.0,UPI,False,False,13552.0
PAY1196,B1154,9979.51,UPI,False,False,9979.51
PAY1197,B1589,11781.84,UPI,False,False,11781.84
PAY1198,B1077,2981.73,NETBANKING,False,False,2981.73
PAY1199,B1171,12677.76,UPI,False,False,12677.76
PAY1200,B1288,1114.05,CARD,False,False,1114.05
PAY1201,B1544,3982.8,NETBANKING,False,False,3982.8
PAY1202,B1811,9625.29,NETBANKING,False,False,9625.29
PAY1203,B1787,6253.45,UPI,False,False,6253.45
PAY1204,B1878,14778.71,CARD,False,False,14778.71
PAY1205,B1419,1424.75,CARD,False,False,1424.75
PAY1206,B1006,14980.37,NETBANKING,False,False,14980.37
PAY1208,B1239,8821.9,UPI,False,False,8821.9
PAY1209,B1962,1833.17,UPI,False,False,1833.17
PAY1210,B1422,4826.6,UPI,False,False,4826.6
PAY1211,B1988,13945.28,UPI,False,False,13945.28
PAY1212,B1535,5959.44,UPI,False,False,5959.44
PAY1214,B1069,14992.95,UPI,False,False,14992.95
PAY1215,B1879,4682.98,UPI,False,False,4682.98
PAY1216,B1215,9065.13,NETBANKING,False,False,9065.13
PAY1217,B1103,10750.13,NETBANKING,False,False,10750.13
PAY1218,B1726,3304.78,NETBANKING,False,False,3304.78
PAY1219,B1053,3081.42,CARD,False,False,3081.42
PAY1221,B1329,6401.38,UPI,False,False,6401.38
PAY1222,B1847,10999.02,UPI,False,False,10999.02
PAY1223,B1202,1973.12,UPI,False,False,1973.12
PAY1224,B1287,14610.33,CARD,False,False,14610.33
PAY1225,B1044,1199.88,UPI,False,False,1199.88
PAY1226,B1828,9418.44,UPI,False,False,9418.44
PAY1227,B1197,8876.86,CARD,False,False,8876.86
PAY1228,B1215,2886.02,NETBANKING,False,False,2886.02
PAY1229,B1480,3112.82,CARD,False,False,3112.82
PAY1230,B1308,12097.48,UPI,False,False,12097.48
PAY1231,B1895,13425.87,CARD,False,False,13425.87
PAY1232,B1434,4962.24,NETBANKING,False,False,4962.24
PAY1233,B1331,7131.5,NETBANKING,False,False,7131.5
PAY1234,B1695,5969.93,NETBANKING,False,False,5969.93
PAY1235,B1026,2015.66,NETBANKING,False,False,2015.66
PAY1236,B1165,10424.86,NETBANKING,False,False,10424.86
PAY1237,B1317,12552.7,NETBANKING,False,False,12552.7
PAY1238,B1273,5268.31,UPI,False,False,5268.31
PAY1239,B1382,14862.46,UPI,False,False,14862.46
PAY1240,B1364,2061.92,CARD,False,False,2061.92
PAY1241,B1102,10265.07,UPI,False,False,10265.07
PAY1242,B1959,7275.19,NETBANKING,False,False,7275.19
PAY1243,B1502,7252.43,UPI,False,False,7252.43
PAY1245,B1372,4621.54,NETBANKING,False,False,4621.54
PAY1246,B1615,11017.88,UPI,False,False,11017.88
PAY1247,B1925,11102.07,UPI,False,False,11102.07
PAY1248,B1244,4953.56,CARD,False,False,4953.56
PAY1250,B1168,5435.83,CARD,False,False,5435.83
PAY1251,B1627,11151.3,NETBANKING,False,False,11151.3
PAY1252,B1652,2694.0,NETBANKING,False,False,2694.0
PAY1253,B1417,3361.82,UPI,False,False,3361.82
PAY1254,B1355,5421.14,CARD,False,False,5421.14
PAY1255,B1477,9314.23,CARD,False,False,9314.23
PAY1257,B1536,6548.99,NETBANKING,False,False,6548.99
PAY1258,B1705,2089.75,CARD,False,False,2089.75
PAY1259,B1895,6230.89,NETBANKING,False,False,6230.89
PAY1260,B1611,10642.75,CARD,False,False,10642.75
PAY1261,B1401,10393.94,CARD,False,False,10393.94
PAY1262,B1516,3242.75,UPI,False,False,3242.75
PAY1263,B1530,1108.98,CARD,False,False,1108.98
PAY1264,B1681,11541.74,UPI,False,False,11541.74
PAY1265,B1785,2489.15,UPI,False,False,2489.15
PAY1266,B1253,2152.89,NETBANKING,False,False,2152.89
PAY1267,B1120,1037.82,CARD,False,False,1037.82
PAY1268,B1031,7056.42,CARD,False,False,7056.42
PAY1270,B1777,9927.3,UPI,False,False,9927.3
PAY1271,B1036,5144.89,CARD,False,False,5144.89
PAY1272,B1688,10945.95,NETBANKING,False,False,10945.95
PAY1274,B1012,12647.86,CARD,False,False,12647.86
PAY1275,B1182,9005.88,UPI,False,False,9005.88
PAY1276,B1656,9174.46,NETBANKING,False,False,9174.46
PAY1277,B1264,3936.86,NETBANKING,False,False,3936.86
PAY1278,B1087,2037.52,UPI,False,False,2037.52
PAY1279,B1939,7506.15,NETBANKING,False,False,7506.15
PAY1280,B1461,9618.57,UPI,False,False,9618.57
PAY1281,B1045,2330.65,NETBANKING,False,False,2330.65
PAY1282,B1391,14307.48,UPI,False,False,14307.48
PAY1284,B1932,8636.39,CARD,False,False,8636.39
PAY1285,B1530,14300.97,NETBANKING,False,False,14300.97
PAY1286,B1446,3512.23,NETBANKING,False,False,3512.23
PAY1287,B1731,1355.89,CARD,False,False,1355.89
PAY1288,B1941,1551.73,CARD,False,False,1551.73
PAY1289,B1744,9225.17,CARD,False,False,9225.17
PAY1291,B1966,14419.64,UPI,False,False,14419.64
PAY1292,B1762,2987.06,UPI,False,False,2987.06
PAY1293,B1761,5266.12,NETBANKING,False,False,5266.12
PAY1294,B1793,12515.25,NETBANKING,False,False,12515.25
PAY1295,B1743,4062.36,NETBANKING,False,False,4062.36
PAY1296,B1045,4401.56,UPI,False,False,4401.56
PAY1297,B1885,9992.33,NETBANKING,False,False,9992.33
PAY1298,B1507,4865.21,NETBANKING,False,False,4865.21
PAY1299,B1557,4044.27,UPI,False,False,4044.27
PAY1300,B1970,4558.49,NETBANKING,False,False,4558.49
PAY1301,B1525,7869.06,UPI,False,False,7869.06
PAY1302,B1596,14525.4,UPI,False,False,14525.4
PAY1303,B1830,12651.33,CARD,False,False,12651.33
PAY1304,B1839,4984.54,CARD,False,False,4984.54
PAY1305,B1002,6087.22,UPI,False,False,6087.22
PAY1306,B1027,7503.17,UPI,False,False,7503.17
PAY1307,B1380,14705.02,CARD,False,False,14705.02
PAY1308,B1156,3413.47,NETBANKING,False,False,3413.47
PAY1309,B1854,6004.76,NETBANKING,False,False,6004.76
PAY1310,B1913,11211.97,NETBANKING,False,False,11211.97
PAY1312,B1510,3179.45,CARD,False,False,3179.45
PAY1313,B1332,4183.32,NETBANKING,False,False,4183.32
PAY1314,B1843,4159.73,CARD,False,False,4159.73
PAY1315,B1686,1293.05,CARD,False,False,1293.05
PAY1316,B1113,9457.62,UPI,False,False,9457.62
PAY1317,B1388,10389.84,NETBANKING,False,False,10389.84
PAY1318,B1486,9435.36,CARD,False,False,9435.36
PAY1319,B1842,1998.52,UPI,False,False,1998.52
PAY1320,B1249,1969.22,UPI,False,False,1969.22
PAY1321,B1570,3945.41,UPI,False,False,3945.41
PAY1322,B1714,5064.12,NETBANKING,False,False,5064.12
PAY1324,B1238,3231.46,UPI,False,False,3231.46
PAY1325,B1233,1617.29,NETBANKING,False,False,1617.29
PAY1326,B1302,6515.83,NETBANKING,False,False,6515.83
PAY1327,B1606,6829.49,CARD,False,False,6829.49
PAY1329,B1652,12576.65,UPI,False,False,12576.65
PAY1330,B1333,2372.08,NETBANKING,False,False,2372.08
PAY1331,B1112,10855.19,UPI,False,False,10855.19
PAY1332,B1620,5731.24,UPI,False,False,5731.24
PAY1333,B1361,5339.72,UPI,False,False,5339.72
PAY1334,B1856,14055.6,NETBANKING,False,False,14055.6
PAY1335,B1800,4478.56,NETBANKING,False,False,4478.56
PAY1336,B1096,9995.45,NETBANKING,False,False,9995.45
PAY1337,B1957,4851.79,CARD,False,False,4851.79
PAY1338,B1846,8100.01,UPI,False,False,8100.01
PAY1339,B1015,12008.1,CARD,False,False,12008.1
PAY1340,B1555,13344.12,NETBANKING,False,False,13344.12
PAY1341,B1953,12741.76,CARD,False,False,12741.76
PAY1342,B1375,9150.53,UPI,False,False,9150.53
PAY1343,B1741,4483.43,UPI,False,False,4483.43
PAY1345,B1619,10938.67,NETBANKING,False,False,10938.67
PAY1346,B1216,1149.69,CARD,False,False,1149.69
PAY1347,B1398,7148.95,NETBANKING,False,False,7148.95
PAY1348,B1259,12805.67,CARD,False,False,12805.67
PAY1349,B1823,7854.23,UPI,False,False,7854.23
PAY1350,B1319,5359.26,UPI,False,False,5359.26
PAY1351,B1195,13205.17,UPI,False,False,13205.17
PAY1352,B1477,3182.33,UPI,False,False,3182.33
PAY1353,B1417,3890.23,UPI,False,False,3890.23
PAY1354,B1474,10623.21,CARD,False,False,10623.21
PAY1355,B1606,5934.1,UPI,False,False,5934.1
PAY1356,B1567,10982.24,CARD,False,False,10982.24
PAY1357,B1543,3207.85,UPI,False,False,3207.85
PAY1358,B1230,4531.77,CARD,False,False,4531.77
PAY1359,B1883,3193.06,CARD,False,False,3193.06
PAY1360,B1520,14340.74,CARD,False,False,14340.74
PAY1362,B1872,5721.08,CARD,False,False,5721.08
PAY1363,B1199,1198.83,CARD,False,False,1198.83
PAY1364,B1845,3147.85,UPI,False,False,3147.85
PAY1365,B1672,6895.9,CARD,False,False,6895.9
PAY1366,B1598,1959.04,CARD,False,False,1959.04
PAY1367,B1020,8150.35,NETBANKING,False,False,8150.35
PAY1368,B1310,7370.22,UPI,False,False,7370.22
PAY1369,B1587,11740.35,NETBANKING,False,False,11740.35
PAY1370,B1952,10237.24,NETBANKING,False,False,10237.24
PAY1371,B1897,7243.26,NETBANKING,False,False,7243.26
PAY1372,B1652,4145.25,CARD,False,False,4145.25
PAY1373,B1637,11176.09,NETBANKING,False,False,11176.09
PAY1374,B1762,10910.07,NETBANKING,False,False,10910.07
PAY1375,B1899,3146.15,UPI,False,False,3146.15
PAY1376,B1595,13806.53,UPI,False,False,13806.53
PAY1377,B1433,1901.67,UPI,False,False,1901.67
PAY1378,B1370,1770.53,UPI,False,False,1770.53
PAY1379,B1559,3622.91,NETBANKING,False,False,3622.91
PAY1380,B1890,13732.45,UPI,False,False,13732.45
PAY1381,B1077,8279.97,CARD,False,False,8279.97
PAY1382,B1541,12031.17,NETBANKING,False,False,12031.17
PAY1383,B1284,4189.8,UPI,False,False,4189.8
PAY1384,B1647,7863.11,NETBANKING,False,False,7863.11
PAY1385,B1139,6016.05,UPI,False,False,6016.05
PAY1386,B1552,12589.6,NETBANKING,False,False,12589.6
PAY1388,B1281,4413.8,CARD,False,False,4413.8
PAY1389,B1561,3136.04,UPI,False,False,3136.04
PAY1390,B1257,13028.65,NETBANKING,False,False,13028.65
PAY1391,B1822,7545.61,NETBANKING,False,False,7545.61
PAY1393,B1439,7292.76,NETBANKING,False,False,7292.76
PAY1394,B1269,14606.94,CARD,False,False,14606.94
PAY1395,B1133,12903.74,NETBANKING,False,False,12903.74
PAY1396,B1745,10889.16,NETBANKING,False,False,10889.16
PAY1397,B1639,5066.71,CARD,False,False,5066.71
PAY1398,B1103,3312.42,NETBANKING,False,False,3312.42
PAY1399,B1765,13900.07,NETBANKING,False,False,13900.07
PAY1400,B1094,6923.06,CARD,False,False,6923.06
PAY1401,B1848,4902.58,UPI,False,False,4902.58
PAY1402,B1728,7592.89,CARD,False,False,7592.89
PAY1403,B1572,13849.86,NETBANKING,False,False,13849.86
PAY1404,B1479,6418.94,UPI,False,False,6418.94
PAY1405,B1779,8876.97,UPI,False,False,8876.97
PAY1406,B1240,12241.53,UPI,False,False,12241.53
PAY1407,B1012,6979.86,CARD,False,False,6979.86
PAY1409,B1939,14923.36,UPI,False,False,14923.36
PAY1410,B1751,14391.99,UPI,False,False,14391.99
PAY1411,B1600,12808.71,NETBANKING,False,False,12808.71
PAY1412,B1094,10637.23,CARD,False,False,10637.23
PAY1413,B1826,5128.12,CARD,False,False,5128.12
PAY1414,B1292,13787.78,NETBANKING,False,False,13787.78
PAY1415,B1024,4857.79,UPI,False,False,4857.79
PAY1416,B1271,12211.33,NETBANKING,False,False,12211.33
PAY1417,B1504,13855.61,NETBANKING,False,False,13855.61
PAY1418,B1165,9442.05,UPI,False,False,9442.05
PAY1419,B1938,12242.79,UPI,False,False,12242.79
PAY1420,B1761,12083.73,CARD,False,False,12083.73
PAY1421,B1086,3704.21,UPI,False,False,3704.21
PAY1422,B1653,10350.94,NETBANKING,False,False,10350.94
PAY1423,B1645,2308.55,NETBANKING,False,False,2308.55
PAY1424,B1984,8109.9,UPI,False,False,8109.9
PAY1425,B1790,3271.3,CARD,False,False,3271.3
PAY1426,B1637,6828.89,NETBANKING,False,False,6828.89
PAY1427,B1827,12661.75,UPI,False,False,12661.75
PAY1429,B1907,5451.44,CARD,False,False,5451.44
PAY1430,B1140,8447.38,NETBANKING,False,False,8447.38
PAY1431,B1867,8158.17,NETBANKING,False,False,8158.17
PAY1432,B1102,14361.62,CARD,False,False,14361.62
PAY1434,B1901,10787.49,CARD,False,False,10787.49
PAY1435,B1574,13905.05,UPI,False,False,13905.05
PAY1436,B1293,6227.3,NETBANKING,False,False,6227.3
PAY1437,B1895,13629.71,CARD,False,False,13629.71
PAY1438,B1305,13844.39,NETBANKING,False,False,13844.39
PAY1439,B1253,14029.28,NETBANKING,False,False,14029.28
PAY1440,B1179,4786.25,NETBANKING,False,False,4786.25
PAY1441,B1039,6604.98,CARD,False,False,6604.98
PAY1442,B1775,13185.54,UPI,False,False,13185.54
PAY1443,B1700,6028.27,CARD,False,False,6028.27
PAY1444,B1519,9403.54,NETBANKING,False,False,9403.54
PAY1445,B1615,2652.76,CARD,False,False,2652.76
PAY1446,B1736,1787.85,CARD,False,False,1787.85
PAY1447,B1545,6767.92,NETBANKING,False,False,6767.92
PAY1449,B1462,6497.79,CARD,False,False,6497.79
PAY1451,B1699,8211.18,CARD,False,False,8211.18
PAY1452,B1824,10599.9,CARD,False,False,10599.9
PAY1453,B1482,10093.45,UPI,False,False,10093.45
PAY1454,B1429,6939.44,CARD,False,False,6939.44
PAY1455,B1021,6949.93,UPI,False,False,6949.93
PAY1457,B1039,8185.34,UPI,False,False,8185.34
PAY1458,B1172,9220.51,NETBANKING,False,False,9220.51
PAY1459,B1438,7670.85,UPI,False,False,7670.85
PAY1461,B1597,11103.08,CARD,False,False,11103.08
PAY1462,B1132,2045.26,UPI,False,False,2045.26
PAY1463,B1350,13802.17,UPI,False,False,13802.17
PAY1464,B1524,1289.01,NETBANKING,False,False,1289.01
PAY1465,B1539,14472.9,NETBANKING,False,False,14472.9
PAY1466,B1505,7472.98,UPI,False,False,7472.98
PAY1467,B1083,6777.38,NETBANKING,False,False,6777.38
PAY1468,B1992,4590.22,CARD,False,False,4590.22
PAY1469,B1463,1141.0,UPI,False,False,1141.0
PAY1470,B1829,4847.06,CARD,False,False,4847.06
PAY1471,B1860,2531.6,UPI,False,False,2531.6
PAY1472,B1342,10237.49,CARD,False,False,10237.49
PAY1473,B1279,5467.05,UPI,False,False,5467.05
PAY1474,B1865,11740.51,NETBANKING,False,False,11740.51
PAY1475,B1262,3896.83,UPI,False,False,3896.83
PAY1476,B1165,13603.29,CARD,False,False,13603.29
PAY1477,B1292,8321.74,UPI,False,False,8321.74
PAY1478,B1508,2603.09,CARD,False,False,2603.09
PAY1479,B1579,6611.83,CARD,False,False,6611.83
PAY1480,B1225,3894.65,CARD,False,False,3894.65
PAY1481,B1169,3795.6,NETBANKING,False,False,3795.6
PAY1482,B1597,8089.18,UPI,False,False,8089.18
PAY1483,B1644,10406.49,CARD,False,False,10406.49
PAY1484,B1447,13762.65,NETBANKING,False,False,13762.65
PAY1485,B1689,8030.27,CARD,False,False,8030.27
PAY1486,B1854,14521.74,UPI,False,False,14521.74
PAY1487,B1501,14182.89,NETBANKING,False,False,14182.89
PAY1489,B1526,7999.68,CARD,False,False,7999.68
PAY1490,B1734,2972.66,CARD,False,False,2972.66
PAY1491,B1378,4050.66,UPI,False,False,4050.66
PAY1492,B1200,10067.38,NETBANKING,False,False,10067.38
PAY1493,B1618,6904.57,NETBANKING,False,False,6904.57
PAY1494,B1249,3055.22,NETBANKING,False,False,3055.22
PAY1495,B1948,7705.92,CARD,False,False,7705.92
PAY1496,B1408,1244.03,NETBANKING,False,False,1244.03
PAY1497,B1600,11274.54,CARD,False,False,11274.54
PAY1498,B1124,2030.14,UPI,False,False,2030.14
PAY1499,B1112,9807.59,NETBANKING,False,False,9807.59
PAY1500,B1980,12102.14,CARD,False,False,12102.14
PAY1501,B1136,2857.01,NETBANKING,False,False,2857.01
PAY1502,B1758,8260.94,NETBANKING,False,False,8260.94
PAY1503,B1495,11906.95,UPI,False,False,11906.95
PAY1504,B1677,4648.87,NETBANKING,False,False,4648.87
PAY1505,B1149,3280.83,UPI,False,False,3280.83
PAY1506,B1874,5715.47,NETBANKING,False,False,5715.47
PAY1507,B1342,8765.79,NETBANKING,False,False,8765.79
PAY1508,B1944,9053.91,NETBANKING,False,False,9053.91
PAY1509,B1579,2832.27,NETBANKING,False,False,2832.27
PAY1510,B1732,7405.96,NETBANKING,False,False,7405.96
PAY1511,B1782,4755.95,NETBANKING,False,False,4755.95
PAY1512,B1320,12788.34,UPI,False,False,12788.34
PAY1513,B1821,5390.05,UPI,False,False,5390.05
PAY1514,B1925,12741.86,CARD,False,False,12741.86
PAY1515,B1860,6999.9,NETBANKING,False,False,6999.9
PAY1516,B1531,11172.2,UPI,False,False,11172.2
